DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,METANO,GNL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2024-10-21,"1.765,34","1.645,3","728,03","1.334,5","1.280,17","1.404,45","1.041,22","618,27"
2024-10-28,"1.762,1","1.635,45","729,56","1.335,19","1.282,74","1.401,23","1.045,44","625,91"
2024-11-04,"1.756,48","1.631,93","731,77","1.335,98","1.276,21","1.403,45","1.041,33","620,91"
2024-11-11,"1.756,36","1.635,33","732,02","1.340,71","1.297,69","1.420,95","1.046,33","623,45"
2024-11-18,"1.753,91","1.634,42","733,97","1.351,93","1.326,33","1.421,55","1.047,11","622,36"
2024-11-25,"1.758,14","1.648,88","736,23","1.366,21","1.326,69","1.438,5","1.058,56","634,27"
2024-12-02,"1.763,67","1.661,54","737,47","1.377,88","1.326,57","1.429,09","1.052,44",636
2024-12-09,"1.757,09","1.655,42","737,85","1.395,36","1.362,95",1.417,"1.052,33","635,45"
2024-12-16,"1.750,38","1.647,8","738,11","1.405,14",1.377,"1.430,35","1.056,78","637,36"
2024-12-23,"1.754,6","1.653,28","738,58","1.411,07","1.372,83","1.440,52","1.057,67","639,18"
2024-12-30,"1.756,73","1.656,03","742,94","1.413,05","1.378,19","1.442,09",1.058,"639,73"
2025-01-06,"1.772,59","1.671,86","741,64","1.422,3",1.391,1.465,1.064,"642,45"
2025-01-13,"1.793,1","1.692,43","740,75","1.434,77","1.443,2","1.472,7","1.065,56",643
2025-01-20,"1.823,06","1.726,9","739,29","1.462,48","1.460,83","1.507,78","1.081,22","654,82"
2025-01-27,"1.831,25","1.739,48","738,8","1.478,14","1.450,71","1.489,91","1.067,67","644,09"
2025-02-03,"1.823,49","1.730,36","739,1","1.481,64","1.448,19","1.474,7","1.060,67","637,82"
2025-02-10,"1.820,88","1.724,08","743,06","1.493,21","1.472,95","1.474,43",1.073,"661,09"
2025-02-17,"1.824,64","1.727,34","744,6","1.523,64","1.497,06","1.479,39","1.073,56","658,45"
2025-02-24,"1.823,63","1.726,95","745,11","1.537,79","1.500,4","1.483,96","1.072,11","655,27"
2025-03-03,"1.816,14","1.719,08","744,99","1.537,6","1.506,9","1.465,22","1.056,56","641,45"
2025-03-10,"1.801,83","1.703,75","744,89","1.527,64","1.499,05","1.435,9","1.029,33","603,64"
2025-03-17,"1.782,14","1.683,35","744,28","1.515,81","1.489,79","1.403,39","1.016,89","593,55"
2025-03-24,"1.767,14","1.666,89","742,89","1.505,9","1.485,5","1.410,61","1.015,22","587,55"
2025-03-31,"1.761,76","1.659,51","742,32","1.500,12","1.481,21","1.421,09","1.022,44","598,91"
2025-04-07,"1.761,2","1.657,17","741,72","1.493,02","1.462,86","1.397,52","1.001,22","579,91"
2025-04-14,"1.738,73","1.632,42","737,49","1.483,62","1.438,26","1.353,7","976,78","545,91"
2025-04-21,"1.716,1","1.609,69","740,32","1.476,93","1.416,31","1.337,64",974,"547,27"
2025-04-28,"1.705,23","1.598,8","740,63","1.472,33","1.410,17","1.345,5","973,89",547
2025-05-05,"1.696,76","1.589,49","736,35","1.460,14","1.404,69","1.327,18","959,78","533,18"
2025-05-12,"1.689,68","1.578,61","721,68","1.445,74","1.351,6","1.323,68",964,"532,18"
2025-05-19,"1.698,71","1.591,15","720,29","1.437,88","1.306,24","1.336,23","974,78","548,45"
2025-05-26,"1.697,83","1.598,57","721,08","1.433,19","1.280,33","1.334,18","976,22","550,91"
2025-06-02,"1.693,05","1.591,57","720,37","1.429,57","1.276,88","1.332,27","981,33","558,73"
2025-06-09,"1.689,77","1.585,58","716,04","1.424,02","1.273,1","1.332,76","995,33","557,55"
2025-06-16,"1.696,55","1.593,69","708,79","1.420,14","1.257,02","1.354,14",1.003,"581,82"
2025-06-23,"1.734,08","1.643,08","708,26","1.419,24","1.256,26","1.442,35","1.005,88","582,11"
2025-06-30,"1.747,25","1.675,91","708,11","1.422,31","1.256,62","1.402,68","1.007,33","560,82"
2025-07-07,"1.733,47","1.663,66","706,45","1.423,48","1.261,31","1.406,38","1.014,89","567,82"
2025-07-14,"1.728,84","1.662,84","704,93","1.424,14","1.265,5","1.413,62","1.019,22","574,55"
2025-07-21,"1.727,25","1.663,72","703,22","1.418,6","1.258,81","1.429,52","1.019,67","575,09"
2025-07-28,"1.720,58","1.660,36","702,66","1.411,71","1.245,69","1.412,05",1.014,"566,82"
2025-08-04,"1.712,69","1.648,86","701,66","1.411,31","1.245,07","1.402,18",1.015,572
2025-08-11,"1.709,33","1.641,44",701,"1.408,17","1.230,24","1.385,14","1.001,33","566,64"
2025-08-18,"1.701,28","1.631,42","705,98","1.406,93","1.222,12","1.368,91","993,78","556,27"
2025-08-25,"1.695,43","1.622,04","702,4","1.407,31","1.225,9","1.378,77","992,56","551,64"
2025-09-01,"1.696,77","1.622,47","699,25","1.406,74","1.232,93","1.373,41","989,44","548,18"
2025-09-08,"1.705,35","1.630,15","698,63","1.405,19","1.217,24","1.378,59","987,44","533,18"
2025-09-15,"1.710,83","1.634,84","697,61","1.402,62","1.207,29",1.388,"980,67",532
2025-09-22,"1.713,49","1.638,35","696,7","1.401,38","1.208,48","1.386,77","984,11","534,82"
2025-09-29,"1.711,7","1.637,71","696,2","1.399,76","1.206,9","1.395,45","992,78","542,09"
2025-10-06,"1.708,86","1.636,02","695,05","1.398,12","1.205,79","1.381,09","980,78","531,09"
2025-10-13,"1.699,29","1.625,43","695,5","1.394,4","1.207,4","1.375,64","982,44","533,27"
2025-10-20,"1.690,31","1.615,8","695,52","1.392,29","1.207,38","1.357,86",972,"522,55"
2025-10-27,"1.683,46","1.608,83","695,19","1.391,21","1.204,43","1.393,13","989,22","533,36"
2025-11-03,"1.694,83","1.632,28","696,05","1.388,95","1.203,4","1.406,61","989,33","534,45"
